,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2bandwidth_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2bandwidth_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2bandwidth_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2bandwidth_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_amean,F2bandwidth_sma3nz_amean
11,F3amplitudeLogRelF0_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F2frequency_sma3nz_amean
12,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F2frequency_sma3nz_stddevNorm
13,F3frequency_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean
14,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm
15,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,F3bandwidth_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,F3frequency_sma3nz_amean,F3frequency_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,F3bandwidth_sma3nz_amean
16,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean,MeanUnvoicedSegmentLength,F3frequency_sma3nz_amean,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_stddevNorm,F3frequency_sma3nz_amean
17,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_stddevNorm,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_stddevNorm,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_stddevNorm,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_stddevNorm,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_stddevNorm,MeanVoicedSegmentLengthSec,HNRdBACF_sma3nz_amean,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,HNRdBACF_sma3nz_amean
18,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength
19,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,MeanVoicedSegmentLengthSec
20,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,alphaRatioV_sma3nz_stddevNorm,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,alphaRatioV_sma3nz_stddevNorm,StddevUnvoicedSegmentLength,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,alphaRatioV_sma3nz_stddevNorm,StddevVoicedSegmentLengthSec,StddevUnvoicedSegmentLength
21,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,hammarbergIndexUV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,hammarbergIndexUV_sma3nz_amean,StddevVoicedSegmentLengthSec,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,StddevVoicedSegmentLengthSec
22,jitterLocal_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,equivalentSoundLevel_dBp,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm
23,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,hammarbergIndexUV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean
