,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
24,loudness_sma3_amean,hammarbergIndexV_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean,hammarbergIndexV_sma3nz_amean
25,loudness_sma3_meanFallingSlope,jitterLocal_sma3nz_amean,loudness_sma3_amean,loudness_sma3_meanFallingSlope,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,loudness_sma3_meanFallingSlope,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,jitterLocal_sma3nz_amean,loudness_sma3_amean,jitterLocal_sma3nz_amean,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,jitterLocal_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean,loudness_sma3_amean,jitterLocal_sma3nz_amean,loudness_sma3_amean,hammarbergIndexV_sma3nz_stddevNorm,loudness_sma3_amean,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean,jitterLocal_sma3nz_amean
26,loudness_sma3_meanRisingSlope,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_amean,jitterLocal_sma3nz_amean,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_meanFallingSlope,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_meanFallingSlope,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_meanFallingSlope,loudness_sma3_amean,loudness_sma3_meanFallingSlope,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_meanFallingSlope,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_meanFallingSlope,jitterLocal_sma3nz_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_amean,logRelF0-H1-A3_sma3nz_amean
27,loudness_sma3_pctlrange0-2,loudness_sma3_amean,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_amean,loudness_sma3_meanRisingSlope,loudness_sma3_amean,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_amean,loudness_sma3_meanRisingSlope,loudness_sma3_amean,loudness_sma3_meanRisingSlope,logRelF0-H1-A3_sma3nz_amean,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_amean
28,loudness_sma3_percentile20.0,loudness_sma3_meanFallingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanFallingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanFallingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanFallingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_amean,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope
29,loudness_sma3_percentile50.0,loudness_sma3_meanRisingSlope,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_meanRisingSlope,loudness_sma3_percentile20.0,loudness_sma3_meanRisingSlope,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_percentile20.0,loudness_sma3_meanRisingSlope,loudness_sma3_percentile20.0,loudness_sma3_meanFallingSlope,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope
30,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile50.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile50.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile50.0,loudness_sma3_meanRisingSlope,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_pctlrange0-2
31,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile20.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile20.0,loudness_sma3_percentile80.0,loudness_sma3_percentile20.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0,loudness_sma3_percentile80.0,loudness_sma3_percentile20.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_percentile20.0
32,loudness_sma3_stddevRisingSlope,loudness_sma3_percentile50.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile50.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile50.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile50.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile20.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_percentile50.0
33,mfcc1V_sma3nz_stddevNorm,loudness_sma3_percentile80.0,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevRisingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevRisingSlope,loudness_sma3_percentile80.0,loudness_sma3_stddevRisingSlope,loudness_sma3_percentile50.0,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_percentile80.0
34,mfcc1_sma3_amean,loudness_sma3_stddevFallingSlope,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,loudness_sma3_stddevRisingSlope,mfcc1V_sma3nz_stddevNorm,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,mfcc1V_sma3nz_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,mfcc1V_sma3nz_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,loudness_sma3_stddevFallingSlope,mfcc1V_sma3nz_stddevNorm,loudness_sma3_stddevFallingSlope,mfcc1_sma3_amean,loudness_sma3_stddevRisingSlope,mfcc1V_sma3nz_stddevNorm,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope,mfcc1_sma3_amean,loudness_sma3_stddevFallingSlope,mfcc1_sma3_amean,loudness_sma3_percentile80.0,mfcc1_sma3_amean,mfcc1V_sma3nz_stddevNorm,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,loudness_sma3_stddevRisingSlope,loudness_sma3_stddevFallingSlope
35,mfcc1_sma3_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc1_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_amean,mfcc1_sma3_amean,mfcc1V_sma3nz_amean,mfcc1_sma3_amean,loudness_sma3_stddevRisingSlope,mfcc1V_sma3nz_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc1_sma3_amean,mfcc1_sma3_amean,mfcc1V_sma3nz_amean,mfcc1_sma3_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1_sma3_amean,loudness_sma3_stddevRisingSlope,mfcc1_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_amean,loudness_sma3_stddevRisingSlope,mfcc1V_sma3nz_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1_sma3_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1_sma3_stddevNorm,loudness_sma3_stddevFallingSlope,mfcc1_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_amean,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc1V_sma3nz_stddevNorm,loudness_sma3_stddevRisingSlope
36,mfcc2V_sma3nz_amean,mfcc1_sma3_amean,mfcc2V_sma3nz_amean,mfcc2_sma3_amean,mfcc1V_sma3nz_stddevNorm,mfcc1_sma3_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc1V_sma3nz_stddevNorm,mfcc1_sma3_stddevNorm,mfcc1V_sma3nz_amean,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_amean,mfcc2V_sma3nz_amean,mfcc2_sma3_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc1V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc1V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc1V_sma3nz_amean,mfcc1_sma3_amean,mfcc1V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc1V_sma3nz_amean,mfcc2V_sma3nz_amean,loudness_sma3_stddevRisingSlope,mfcc2V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_amean,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc1_sma3_amean,mfcc1V_sma3nz_amean
37,mfcc2_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc2_sma3_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_amean,mfcc2_sma3_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_amean,mfcc2_sma3_amean,mfcc1_sma3_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_amean,mfcc2_sma3_amean,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2_sma3_amean,mfcc1V_sma3nz_stddevNorm,mfcc2_sma3_amean,mfcc1V_sma3nz_amean,mfcc2_sma3_amean,mfcc2V_sma3nz_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2_sma3_amean,mfcc1_sma3_stddevNorm,mfcc1_sma3_amean
38,mfcc2_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_amean,mfcc2_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2_sma3_amean,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc2_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc3_sma3_amean,mfcc2_sma3_amean,mfcc2_sma3_amean,mfcc1_sma3_stddevNorm,mfcc3_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc1_sma3_stddevNorm,mfcc3V_sma3nz_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_amean,mfcc1_sma3_amean,mfcc2_sma3_amean,mfcc1_sma3_amean,mfcc2_sma3_stddevNorm,mfcc1_sma3_amean,mfcc3_sma3_amean,mfcc1V_sma3nz_stddevNorm,mfcc2_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc1_sma3_stddevNorm
39,mfcc3_sma3_amean,mfcc2_sma3_amean,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2_sma3_amean,mfcc3_sma3_amean,mfcc2_sma3_stddevNorm,mfcc2_sma3_stddevNorm,mfcc2_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc2_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc2_sma3_stddevNorm,mfcc2_sma3_amean,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc3_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc3_sma3_amean,mfcc2V_sma3nz_amean,mfcc3_sma3_amean,mfcc3_sma3_amean,mfcc2_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc3V_sma3nz_stddevNorm,mfcc1_sma3_stddevNorm,mfcc3_sma3_amean,mfcc1_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc1_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc2_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_amean,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc2_sma3_amean,mfcc2V_sma3nz_amean
40,mfcc3_sma3_stddevNorm,mfcc2_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_amean,mfcc3_sma3_amean,mfcc2_sma3_amean,mfcc3_sma3_amean,mfcc2_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,mfcc2_sma3_amean,mfcc3_sma3_amean,mfcc3_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,mfcc2_sma3_amean,mfcc4_sma3_amean,mfcc2_sma3_amean,mfcc3_sma3_stddevNorm,mfcc2_sma3_amean,mfcc3_sma3_stddevNorm,mfcc3_sma3_stddevNorm,mfcc3_sma3_amean,mfcc2V_sma3nz_amean,mfcc3_sma3_amean,mfcc2V_sma3nz_amean,mfcc3_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc4_sma3_amean,mfcc2V_sma3nz_amean,mfcc3_sma3_amean,mfcc3_sma3_amean,mfcc3V_sma3nz_stddevNorm,mfcc3_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3V_sma3nz_stddevNorm,mfcc3_sma3_stddevNorm,mfcc2_sma3_stddevNorm,mfcc2_sma3_amean
