,split_0,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24,split_25,split_26,split_27,split_28,split_29,split_30,split_31,split_32,split_33,split_34,split_35,split_36,split_37,split_38,split_39,split_40,split_41,split_42,split_43,split_44,split_45,split_46,split_47,split_48,split_49,mean,std,min,max
equivalentSoundLevel_dBp,0.049744745674992534,0.056541390158253255,0.04551809860506882,0.05109829483710869,0.051923386429213375,0.021782828344849403,-0.030184620874005093,0.005420454987550538,0.02403902332010146,0.02517817874184105,0.008385384128639671,0.09419043887147331,0.04734978502522016,0.0774263537675606,0.0051306003869775905,0.0604141848310205,0.02623405394183076,0.026564583451859417,0.07562852022529433,0.049018128624740344,0.015572111010057985,0.0667058204242265,0.011566378654523264,-0.0022417267599958383,0.0047455369503822875,0.01711875922146926,0.0003123884104597413,0.005128029964271854,0.05488730399796092,0.08573209011813532,0.04754001613955305,0.13247501042746188,0.12035204312528837,0.011651195705015134,0.005506509862352795,0.06446305910126122,0.11360586726545892,0.02925000140088043,-0.01129515875680702,0.04342379435786025,0.01747023546056288,0.037543811102895557,0.07405884603055637,-0.003492129602340332,0.11932858832578648,0.08797365196725176,0.041205933146001614,0.08185778893433351,0.08505888278339585,0.039811565682614514,0.0433744003586093,0.036964101047380446,-0.030184620874005093,0.13247501042746188
mfcc1V_sma3nz_amean,0.024245487540009103,0.019749268181585268,0.02329644251592604,0.02107878947648492,0.018591915590558616,0.03776008507544017,-0.010852893532324269,0.0036525418037585133,0.01465148999810431,0.014047668906823902,0.02374307727702829,0.016909090909090877,0.021352943662263566,0.07810059386973175,0.005599379602440374,0.05844912810125788,0.021677447312797152,0.023844731751720985,0.06438129970388026,0.019260479852832923,0.01875567171287155,0.05001416226356045,0.0035084389885027857,-0.0015488456413241553,0.00267362575178544,0.011907273459094292,0.00014253836532174288,0.001774095166663646,0.033255435681260624,0.030001992204129378,0.025206501745853538,0.03728779661709235,0.1003098643813239,0.0038972903382625546,0.002311302681992345,0.051148984752719416,0.03384861918018232,0.02536123280092406,-0.009540377789428185,0.03904154739491274,0.008301749377145002,0.0165459035697659,0.0463296302798697,-0.0020905112104441593,0.08692550432485768,0.051549668137311766,0.04237512683916789,0.03996602771675556,0.059206666950230885,0.033269856717533866,0.02682551480714611,0.02390540304848057,-0.010852893532324269,0.1003098643813239
F1frequency_sma3nz_amean,0.04883896683449147,0.007440156947215214,0.016810615914311537,0.026436953271455524,0.01873434617567759,0.036984297054938796,-0.017603900387721437,0.004198199650230433,0.018341065223440835,0.01129283291126636,0.00841435349561843,0.02609247648902822,0.03708884582949887,0.049411091954022955,0.0037549591573109013,0.048764413672121566,0.017100694512386508,0.01718801843317972,0.04936090492542098,0.010892358820903806,0.022814272406912858,0.03357798774408129,0.009368148828350855,-0.0027143316499749636,0.0019004614499678163,0.007745623120621889,0.00011100788736797038,0.005167837382438022,0.04273705222463921,0.03836579617212995,0.01311940331616254,0.03729985068252574,0.04760006034509125,0.004592070416723191,0.0018137505321413436,0.07713506699996595,0.0724080297485363,0.03457759822226409,-0.009542297520786577,0.016934610401299944,0.014035813141560072,0.04933385738363217,0.07246306286437394,-0.005029073855759678,0.03898386668408215,0.039674326423412114,0.09418162881005337,0.022193553032905218,0.03252387182777251,0.08466800861796067,0.02675165129050499,0.02473666214582416,-0.017603900387721437,0.09418162881005337
loudnessPeaksPerSec,0.01574162549556065,0.02615490101493356,0.01880021294923534,0.01982895850137794,0.017788670415306736,0.022489612538131518,-0.009117819925437734,0.0027329813869992237,0.00848061380825411,0.01339273582614706,0.0217011527755962,0.0,0.03058625994767955,0.010195581098339707,0.007649607532588469,0.02557609060110748,0.0217747231096367,0.013573209307617904,0.028917596740177333,0.023319723710872386,0.0012544358011790965,0.02559133647918894,0.006702841851082153,-0.0010796952042270436,0.0038049131423364183,0.012626237662869298,0.00022887971858301926,0.0008336621900131648,0.02794170373643575,0.04330904551582229,0.05328773250069532,0.06657709733300864,0.059148638245574044,0.0038938386073802686,0.0031802504611891705,0.05312097800319928,0.00558387085115254,0.006622192075275473,-0.00520754916547603,0.02565269297755558,0.004662923998087704,0.017084698229182987,0.06429366805107731,-0.0008900447544508847,0.04704019505398809,0.042270583314862296,0.022185721812434108,0.09492928486010282,0.029276029057656857,0.00672881292912423,0.020804828243380542,0.021084349411250525,-0.009117819925437734,0.09492928486010282
MeanUnvoicedSegmentLength,0.03051921029359299,0.02555380526554189,0.01800067054595871,0.025758979745020266,0.02279660819024645,0.01309594823177935,-0.011082412522448177,0.0021600749095934536,0.010741742635246552,0.011375342559301914,0.009702348894181775,0.011102664576802502,0.028530543668381817,0.10560836313324821,0.003520097006218647,0.021367200938194858,0.009862093350174265,0.011626967059225128,0.030903890016793244,0.01748388504607225,0.00599314553581794,0.017078529944761042,0.003792745315998909,-0.0009834532692146807,0.0019901742332080322,0.008796147747682758,5.0967804633846844e-05,0.002164312393719834,0.017151145772853295,0.012588980683269474,0.022100878802267646,0.04786378423386346,0.029012822090346082,0.0038862780095418967,0.001088683127572021,0.07152076646910956,0.08276025766673839,0.007906619645648235,-0.004998121630050022,0.02092731025079926,0.006626808660113574,0.01566926451220999,0.025234625537038386,-0.0021062910294615284,0.0856851394694067,0.010045697307452799,0.03890736350154158,0.031029636546174456,0.022524343696425562,0.02542534978059402,0.02016723872706377,0.023003958726676245,-0.011082412522448177,0.10560836313324821
