,split_0,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24,split_25,split_26,split_27,split_28,split_29,split_30,split_31,split_32,split_33,split_34,split_35,split_36,split_37,split_38,split_39,split_40,split_41,split_42,split_43,split_44,split_45,split_46,split_47,split_48,split_49,mean,std,min,max
loudnessPeaksPerSec,0.0,-0.0001883512183339631,0.00923361484924883,-0.00783605991544457,0.0,-0.015419022642841276,0.0,-0.01070216049382715,-0.11269988135352843,0.00872368001378696,0.0033148310966554006,-0.01334667383657101,-0.007479444104309081,-0.013518062397372717,-0.16409213097038897,-0.04329603361140106,-0.0381686425794499,-0.07237427892523737,-0.014138356381059907,-0.010670897574959403,-0.0027206096727169556,0.00033999774769341345,0.00016490937691244966,0.0,-0.048324222333335276,0.007284040493711537,0.0,-0.02865673206630237,0.0,0.07272734674329506,0.0,-0.007001493736563392,-0.13643579166539993,-0.037956435778163,0.008451048598507805,0.041960680703902326,0.00048606272394398673,-0.00012435265315546878,0.0,-0.013697352708341723,-0.00462578488473781,0.0338216077786219,0.0,-0.02084736520240675,0.008728414412322444,0.06836263075695784,0.16484166476175602,-0.001002019131368213,0.003665701004360236,0.007701819192287945,-0.007710282111665032,0.047067601640188826,-0.16409213097038897,0.16484166476175602
equivalentSoundLevel_dBp,-0.007361558418321705,-0.0038756920477423296,0.00390903516675695,-0.07001624746774114,-0.001368876281232566,0.0,-0.23507324793631212,-0.026384267279036352,-0.1286783541645982,0.01915288613149577,0.0089613225276185,-0.018305065985525778,-0.038850203572868496,-0.07236663777899405,-0.10291776899904385,-0.04222709006974429,-0.004286024305555571,-0.0784910801614479,-0.006459357477022601,-0.000896542561109604,-0.016237422651375406,0.0007454179637539878,0.009262386799453423,-0.043862832767876336,0.0,0.04257241420549779,-0.008439019934456745,-0.04258072865301054,0.006282433597563748,0.3158044433801618,-0.0437296399700615,-0.0013793785133102696,-0.11656137924540408,-0.02681763384315011,0.008379349555241914,0.0729043545502875,0.0095243239462128,-0.0008378187189752597,-0.07546861686429326,-0.02068188810525422,-0.018407917861848602,0.05261866392521928,0.02590256685648947,-0.04536287009013011,0.009128178335074873,0.022747263139365478,0.1802350148583025,-0.0177951441876003,0.02444864957170625,0.0041146613478811565,-0.009980538801099205,0.0737648581010416,-0.23507324793631212,0.3158044433801618
MeanUnvoicedSegmentLength,-0.004119509618033506,-0.0046234433367738255,0.0015108974305328969,-0.07922339944730694,-4.503297229590223e-05,-0.11467418395898593,-0.1992681029896989,-0.003940347703408849,-0.08669783410411461,0.012992237758280555,0.006389699588867589,-0.0037977056306154975,-0.04761105306529103,-0.04788898771513713,-0.1150054150449142,0.0,-0.0023706581323768815,-0.01753922928634632,-0.005077791156900223,-0.010987460283392442,-0.008667522930453975,0.0,0.0007302930659301428,-0.010041378629082658,-0.027235080565315293,0.03279503924573897,-0.032069846695267565,-0.03172453657007694,0.0,0.014818028948488696,-0.06071799646193018,-0.0021951823895168966,-0.021203785208198597,-0.1422065231141012,0.004478958944829107,0.11680419291264578,0.003293389297774331,0.0,-0.01229156772171408,-0.012073947195404697,-0.009624070017257255,0.044861810929306044,0.0965114803006477,-0.010301759718978969,0.04522735496729743,0.0,0.0,-0.013756376611869464,0.03409015809314465,0.0029437034557416764,-0.014390649666710689,0.05144648088398828,-0.1992681029896989,0.11680419291264578
F1frequency_sma3nz_amean,-0.0014211083890364646,-0.0035059842072892324,0.005201731824756888,-0.1125477434454866,-0.0023732008676632093,-0.008208962351682662,-0.08406091792058268,-0.07486100105246779,-0.07539821663989402,0.02382584117209786,0.0023030024991029093,-0.03373608926530892,-0.05362375338986181,0.0,-0.0623964031852239,-0.02363259735567277,-0.2345041418120848,0.0,0.0,0.0,-0.07123854068569913,0.004792928561661152,0.0015742267219023172,-0.07559883017416291,-0.03980639445609297,0.006940879647243604,-0.04395652100441218,-0.01612187284964855,0.010891532330375767,0.0,-0.003417174665578249,-0.01049239269687914,-0.025445768187456867,-0.32089237062142,0.004029038112522705,0.10045403530252003,0.012396146865517158,-0.00038157998205382975,-0.004064560244834278,-0.02676963376789869,-0.02659556164806844,0.02553357998551079,0.1280717271216702,-0.028765402535357747,0.0,0.01291268028823648,0.12663073819466514,-0.0010227331647615129,0.06821398515870165,0.006088094440111846,-0.018499585766799654,0.07028973779451785,-0.32089237062142,0.1280717271216702
mfcc1V_sma3nz_amean,-0.005886829145685826,-0.00604355971118809,0.0015078234047623193,-0.016487632576591624,-0.0016074302110281082,-0.15497706789213805,-0.3046163811029318,-0.06014792820149497,-0.13235433263452837,0.027355535878263167,0.0,-0.0018295892989177956,-0.03292153225077349,-0.07493101927872034,-0.15477274747008005,-0.035453627172452575,0.0,-0.1745333353756293,-0.011002218183477784,-0.0044212873165029275,-0.03220116178816692,0.0018592958592416533,0.0008426458453040105,-0.08914576876230616,-0.10056930405798753,0.0704542329810177,-0.008471162282299974,-0.01556111010481201,0.016209723175928066,0.0,-0.08703102294258122,-0.008366700008246047,-0.04122125021914017,0.0,0.003629231923999029,0.042643092273076263,0.008508820425262659,-0.0002521526395576034,-0.1639922074367699,-0.019029670070734278,-0.010151288464453519,0.03595889404791564,0.0,-0.036550217733622166,0.0008133006308293659,0.028283773184820643,0.09150529286374025,-0.01274714017872824,0.023461249502031805,0.010935333996092709,-0.028666168570385234,0.06875367435626115,-0.3046163811029318,0.09150529286374025
