,split_0,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9,split_10,split_11,split_12,split_13,split_14,split_15,split_16,split_17,split_18,split_19,split_20,split_21,split_22,split_23,split_24,split_25,split_26,split_27,split_28,split_29,split_30,split_31,split_32,split_33,split_34,split_35,split_36,split_37,split_38,split_39,split_40,split_41,split_42,split_43,split_44,split_45,split_46,split_47,split_48,split_49,mean,std,min,max
equivalentSoundLevel_dBp,0.07379063635267338,0.14500586503747787,0.03884695845198719,0.06304118567741605,0.09127390423229739,0.07452426393937409,0.015237383796765782,0.04670540983528357,0.01818429400355693,-0.027319583606044494,0.1422170886536641,0.15110243213930957,0.09055988097154345,0.1830999037394332,-0.014008751614154049,0.04604572256744332,0.12460223394468169,0.05132570150060497,0.049353871224070915,0.05981310467335845,-0.008643887075666549,0.06397234396304445,0.05272182284409822,-0.0027429020772163273,0.008361759576310721,0.06702081422894687,0.018154229697291847,0.03329232692394394,0.0,0.1400734372782745,0.19065889330975516,0.11372599642750766,0.2159462676504104,0.07889144563371704,0.06630628294875117,0.2323088009503147,0.2007796895592942,0.11814277066262369,-0.014348559110315363,0.07919795482295482,-0.007900794067233315,0.05784305921349675,0.10172223815166798,-0.010328425453922192,0.19618231317692522,0.12224111565850065,0.22723595258895574,0.15658505703242606,0.011961604974455626,0.2250732047493654,0.08315672639518844,0.072516107089767,-0.027319583606044494,0.2323088009503147
mfcc1V_sma3nz_amean,0.15593679848957617,0.050345821893435526,0.05285938105581504,0.028927003667340762,0.034014857829572864,0.13206498469070307,0.0024491286414120477,0.0735134037011994,0.06584043062460829,-0.01573297938122043,0.023208805985587676,0.046995958490211376,0.02401547052206734,0.10627663833014045,-0.003315807555095909,0.06009024043844865,0.02539694463522586,0.01852159704120689,0.08168270950048982,0.06621393603928388,-0.00954848793024611,0.07749828288660009,0.028594145802412686,-0.0022745595709513407,0.024724598753689295,0.06248567171022458,0.06002265253993039,0.015538421529191621,0.1950859268449337,0.052725257201646086,0.1323268957876236,0.13536952404135705,0.13294494530454407,0.034125748720282734,0.02116960964832259,0.04036506579618619,0.10654735382092934,0.017619853382316454,-0.009996535615553588,0.06319177350427349,-0.009103263721271859,0.07260834669203285,0.04683587297870185,-0.005568308123074374,0.12591859187800278,0.05896205711327832,0.057080722033303714,0.12134707702729666,0.015551840677805972,0.11245101891822647,0.05607810848544049,0.04868837653758169,-0.01573297938122043,0.1950859268449337
MeanUnvoicedSegmentLength,0.02592347224106483,0.0352293418441688,0.05365672193635326,0.017600311125301586,0.023862904870867035,0.027978330249642518,0.008199183881781721,0.009293636782086171,0.020734157926650707,-0.009411674439903999,0.04242556804468503,0.07068109829364619,0.04080894989240124,0.09231085040936872,-0.0035615185856249843,0.030065562942929395,0.039903439860037034,0.011596051549008531,0.09704448972402122,0.11664491566326275,-0.005569765700140323,0.03150611177569483,0.01740104031770699,-0.0002590963400152148,0.010327208006390828,0.011220006113403631,0.009920219383270926,0.020101057402411308,0.0,0.032637682701858975,0.032820313608627756,0.1154410043937069,0.06865162444914609,0.06358465973161306,0.028560102563240795,0.15810197435546314,0.10666634880689814,0.0677097232264612,-0.0021927381738035263,0.03573819698819699,-0.002159373141637796,0.037940582812734415,0.16569989912716873,-0.001708545002278163,0.0731270869270151,0.07747128081582101,0.10027886175409885,0.14872433577394858,0.024310839913490617,0.06402269527955051,0.04482118264163584,0.043769678908880644,-0.009411674439903999,0.16569989912716873
F1frequency_sma3nz_amean,0.032031307375751814,0.002826439015403527,0.010891080550625612,0.009491344876365855,0.005039538101319711,0.03366668235801379,0.00283943826566847,0.013926131925737505,0.05179541915426095,0.0,0.01523339779026691,0.06264877496917728,0.021057438568332643,0.029789044825305606,-0.0010796848633732503,0.008503073004425269,0.017569230698570963,0.01114189107796082,0.03864888525026773,0.005372089584195206,-0.01122904939848319,0.032509407227421204,0.026922829936519472,-0.002252674330011458,0.0024911577854303552,0.02772571832492738,0.0014998245793035744,0.019789833340544787,0.05513471934150102,0.009271417801901514,0.04046094219034828,0.041407420360062466,0.014349697896720203,0.010814653391378298,0.0,0.17556211369409136,0.07155732528779685,0.027416915100449385,-0.008269072329621712,0.0031027421652421654,-0.0035126106272081532,0.02058699993142418,0.01224394824476971,-0.004986132993086341,0.06623647721743989,0.05445818844576025,0.015582428733113671,0.03551974092296574,0.013403735908238219,0.08754968150712271,0.024134798043686758,0.03086929452625933,-0.01122904939848319,0.17556211369409136
loudnessPeaksPerSec,0.00861309749920861,0.016330755321779977,0.021331548426870323,0.014171626822584101,0.007542192156236697,0.0019452477731931755,0.0009737068610851619,0.0,0.0067522839831300405,-0.00484824428978537,0.005172776666781592,0.02580449749271587,0.026532984626343504,0.04864842243849965,-0.0018491570673246063,0.008643330256751486,0.0,0.004863678007805382,0.0029567196329869155,0.04604853963380808,-0.0013265100988600334,0.015513066110313604,0.010462007202437822,-8.247592872859647e-05,0.010286560375822507,0.00582564381782056,0.0,0.004434687170163712,0.07010233489948893,0.06605310681850435,0.016962971149752735,0.04389761885864275,0.0,0.014018586078397885,0.0,0.042814126668957855,0.05623813090050831,0.017757479583513737,-0.0016815750794111311,0.015790852665852652,0.0,0.014245022653774397,0.07293048200351654,0.0,0.025540744057985437,0.05373882164557449,0.05763928613243682,0.04373572594741078,0.020878334687489872,0.0381275865975081,0.019070732423230895,0.021394854142179887,-0.00484824428978537,0.07293048200351654
